frame.time_delta,frame.time_relative,frame.len,ip.src,ip.dst,tcp.srcport,tcp.dstport,tcp.flags,tcp.time_delta,tcp.len,tcp.ack,tcp.connection.fin,tcp.connection.rst,tcp.connection.sack,tcp.connection.syn,tcp.flags.ack,tcp.flags.fin,tcp.flags.push,tcp.flags.reset,tcp.flags.syn,tcp.flags.urg,tcp.hdr_len,tcp.payload,tcp.pdu.size,tcp.window_size_value,tcp.checksum,mqtt.clientid,mqtt.clientid_len,mqtt.conack.flags,mqtt.conack.val,mqtt.conflag.passwd,mqtt.conflag.qos,mqtt.conflag.reserved,mqtt.conflag.retain,mqtt.conflag.willflag,mqtt.conflags,mqtt.dupflag,mqtt.hdrflags,mqtt.kalive,mqtt.len,mqtt.msg,mqtt.msgtype,mqtt.qos,mqtt.retain,mqtt.topic,mqtt.topic_len,mqtt.ver,mqtt.willmsg_len,ip.proto,ip.ttl
"0.000015000","0.000859000","66","10.16.120.44","10.16.120.72","56820","1883","0x00000010","0.000531000","0","1",,,,,"1","0","0","0","0","0","32",,,"229","0x0000dd9d",,,,,,,,,,,,,,,,,,,,,,,"6","64"
"0.000012000","0.000871000","66","10.16.120.44","10.16.120.72","56822","1883","0x00000010","0.000530000","0","1",,,,,"1","0","0","0","0","0","32",,,"229","0x00001e88",,,,,,,,,,,,,,,,,,,,,,,"6","64"
"0.000014000","0.000885000","66","10.16.120.44","10.16.120.72","56824","1883","0x00000010","0.000379000","0","1",,,,,"1","0","0","0","0","0","32",,,"229","0x000095f6",,,,,,,,,,,,,,,,,,,,,,,"6","64"
"0.000228000","0.001113000","66","10.16.120.44","10.16.120.72","56826","1883","0x00000010","0.000336000","0","1",,,,,"1","0","0","0","0","0","32",,,"229","0x0000988c",,,,,,,,,,,,,,,,,,,,,,,"6","64"
"0.000021000","0.001134000","74","10.16.120.44","10.16.120.72","56830","1883","0x00000002","0.000000000","0","0",,,,"1","0","0","0","0","1","0","40",,,"29200","0x0000783a",,,,,,,,,,,,,,,,,,,,,,,"6","64"
"0.000018000","0.001152000","74","10.16.120.72","10.16.120.44","1883","56830","0x00000012","0.000018000","0","1",,,"1",,"1","0","0","0","1","0","40",,,"28960","0x00007cbe",,,,,,,,,,,,,,,,,,,,,,,"6","64"
"0.000005000","0.001157000","74","10.16.120.44","10.16.120.72","56828","1883","0x00000002","0.000000000","0","0",,,,"1","0","0","0","0","1","0","40",,,"29200","0x00006285",,,,,,,,,,,,,,,,,,,,,,,"6","64"
"0.000010000","0.001167000","74","10.16.120.72","10.16.120.44","1883","56828","0x00000012","0.000010000","0","1",,,"1",,"1","0","0","0","1","0","40",,,"28960","0x000008a6",,,,,,,,,,,,,,,,,,,,,,,"6","64"
"0.000097000","0.001264000","74","10.16.120.44","10.16.120.72","56834","1883","0x00000002","0.000000000","0","0",,,,"1","0","0","0","0","1","0","40",,,"29200","0x0000c256",,,,,,,,,,,,,,,,,,,,,,,"6","64"
"0.000014000","0.001278000","74","10.16.120.72","10.16.120.44","1883","56834","0x00000012","0.000014000","0","1",,,"1",,"1","0","0","0","1","0","40",,,"28960","0x0000daef",,,,,,,,,,,,,,,,,,,,,,,"6","64"
"0.000004000","0.001282000","74","10.16.120.44","10.16.120.72","56832","1883","0x00000002","0.000000000","0","0",,,,"1","0","0","0","0","1","0","40",,,"29200","0x00001915",,,,,,,,,,,,,,,,,,,,,,,"6","64"
"0.000011000","0.001293000","74","10.16.120.72","10.16.120.44","1883","56832","0x00000012","0.000011000","0","1",,,"1",,"1","0","0","0","1","0","40",,,"28960","0x0000a969",,,,,,,,,,,,,,,,,,,,,,,"6","64"
"0.000004000","0.001297000","74","10.16.120.44","10.16.120.72","56836","1883","0x00000002","0.000000000","0","0",,,,"1","0","0","0","0","1","0","40",,,"29200","0x0000c912",,,,,,,,,,,,,,,,,,,,,,,"6","64"
"0.000009000","0.001306000","74","10.16.120.72","10.16.120.44","1883","56836","0x00000012","0.000009000","0","1",,,"1",,"1","0","0","0","1","0","40",,,"28960","0x00000ea2",,,,,,,,,,,,,,,,,,,,,,,"6","64"
"0.000004000","0.001310000","74","10.16.120.44","10.16.120.72","56838","1883","0x00000002","0.000000000","0","0",,,,"1","0","0","0","0","1","0","40",,,"29200","0x0000239e",,,,,,,,,,,,,,,,,,,,,,,"6","64"
"0.000010000","0.001320000","74","10.16.120.72","10.16.120.44","1883","56838","0x00000012","0.000010000","0","1",,,"1",,"1","0","0","0","1","0","40",,,"28960","0x000030c4",,,,,,,,,,,,,,,,,,,,,,,"6","64"
"0.000281000","0.001601000","66","10.16.120.44","10.16.120.72","56830","1883","0x00000010","0.000449000","0","1",,,,,"1","0","0","0","0","0","32",,,"229","0x00001bc6",,,,,,,,,,,,,,,,,,,,,,,"6","64"
"0.000017000","0.001618000","66","10.16.120.44","10.16.120.72","56828","1883","0x00000010","0.000451000","0","1",,,,,"1","0","0","0","0","0","32",,,"229","0x0000a7ad",,,,,,,,,,,,,,,,,,,,,,,"6","64"
"0.000014000","0.001632000","66","10.16.120.44","10.16.120.72","56834","1883","0x00000010","0.000354000","0","1",,,,,"1","0","0","0","0","0","32",,,"229","0x000079f7",,,,,,,,,,,,,,,,,,,,,,,"6","64"
"0.000012000","0.001644000","66","10.16.120.44","10.16.120.72","56832","1883","0x00000010","0.000351000","0","1",,,,,"1","0","0","0","0","0","32",,,"229","0x00004871",,,,,,,,,,,,,,,,,,,,,,,"6","64"
"0.000013000","0.001657000","66","10.16.120.44","10.16.120.72","56836","1883","0x00000010","0.000351000","0","1",,,,,"1","0","0","0","0","0","32",,,"229","0x0000ada9",,,,,,,,,,,,,,,,,,,,,,,"6","64"
"0.000014000","0.001671000","66","10.16.120.44","10.16.120.72","56838","1883","0x00000010","0.000351000","0","1",,,,,"1","0","0","0","0","0","32",,,"229","0x0000cfcb",,,,,,,,,,,,,,,,,,,,,,,"6","64"
"0.000259000","0.001930000","74","10.16.120.44","10.16.120.72","56840","1883","0x00000002","0.000000000","0","0",,,,"1","0","0","0","0","1","0","40",,,"29200","0x0000a242",,,,,,,,,,,,,,,,,,,,,,,"6","64"
"0.000015000","0.001945000","74","10.16.120.72","10.16.120.44","1883","56840","0x00000012","0.000015000","0","1",,,"1",,"1","0","0","0","1","0","40",,,"28960","0x0000f4ac",,,,,,,,,,,,,,,,,,,,,,,"6","64"
"0.000270000","0.002215000","74","10.16.120.44","10.16.120.72","56842","1883","0x00000002","0.000000000","0","0",,,,"1","0","0","0","0","1","0","40",,,"29200","0x0000a965",,,,,,,,,,,,,,,,,,,,,,,"6","64"
"0.000014000","0.002229000","74","10.16.120.72","10.16.120.44","1883","56842","0x00000012","0.000014000","0","1",,,"1",,"1","0","0","0","1","0","40",,,"28960","0x00004bd3",,,,,,,,,,,,,,,,,,,,,,,"6","64"
"0.000004000","0.002233000","66","10.16.120.44","10.16.120.72","56840","1883","0x00000010","0.000288000","0","1",,,,,"1","0","0","0","0","0","32",,,"229","0x000093b3",,,,,,,,,,,,,,,,,,,,,,,"6","64"
"0.000018000","0.002251000","74","10.16.120.44","10.16.120.72","56844","1883","0x00000002","0.000000000","0","0",,,,"1","0","0","0","0","1","0","40",,,"29200","0x000083db",,,,,,,,,,,,,,,,,,,,,,,"6","64"
"0.000011000","0.002262000","74","10.16.120.72","10.16.120.44","1883","56844","0x00000012","0.000011000","0","1",,,"1",,"1","0","0","0","1","0","40",,,"28960","0x00000b93",,,,,,,,,,,,,,,,,,,,,,,"6","64"
"0.000240000","0.002502000","74","10.16.120.44","10.16.120.72","56846","1883","0x00000002","0.000000000","0","0",,,,"1","0","0","0","0","1","0","40",,,"29200","0x00000795",,,,,,,,,,,,,,,,,,,,,,,"6","64"
"0.000015000","0.002517000","74","10.16.120.72","10.16.120.44","1883","56846","0x00000012","0.000015000","0","1",,,"1",,"1","0","0","0","1","0","40",,,"28960","0x000090ac",,,,,,,,,,,,,,,,,,,,,,,"6","64"
"0.000231000","0.002748000","66","10.16.120.44","10.16.120.72","56842","1883","0x00000010","0.000519000","0","1",,,,,"1","0","0","0","0","0","32",,,"229","0x0000eada",,,,,,,,,,,,,,,,,,,,,,,"6","64"
"0.000021000","0.002769000","66","10.16.120.44","10.16.120.72","56844","1883","0x00000010","0.000507000","0","1",,,,,"1","0","0","0","0","0","32",,,"229","0x0000aa9a",,,,,,,,,,,,,,,,,,,,,,,"6","64"
"0.000014000","0.002783000","66","10.16.120.44","10.16.120.72","56846","1883","0x00000010","0.000266000","0","1",,,,,"1","0","0","0","0","0","32",,,"229","0x00002fb4",,,,,,,,,,,,,,,,,,,,,,,"6","64"
"0.000227000","0.003010000","74","10.16.120.44","10.16.120.72","56848","1883","0x00000002","0.000000000","0","0",,,,"1","0","0","0","0","1","0","40",,,"29200","0x000045bc",,,,,,,,,,,,,,,,,,,,,,,"6","64"
"0.000016000","0.003026000","74","10.16.120.72","10.16.120.44","1883","56848","0x00000012","0.000016000","0","1",,,"1",,"1","0","0","0","1","0","40",,,"28960","0x00006571",,,,,,,,,,,,,,,,,,,,,,,"6","64"
"0.000005000","0.003031000","74","10.16.120.44","10.16.120.72","56850","1883","0x00000002","0.000000000","0","0",,,,"1","0","0","0","0","1","0","40",,,"29200","0x0000d7c5",,,,,,,,,,,,,,,,,,,,,,,"6","64"
"0.000011000","0.003042000","74","10.16.120.72","10.16.120.44","1883","56850","0x00000012","0.000011000","0","1",,,"1",,"1","0","0","0","1","0","40",,,"28960","0x00005180",,,,,,,,,,,,,,,,,,,,,,,"6","64"
"0.000004000","0.003046000","74","10.16.120.44","10.16.120.72","56852","1883","0x00000002","0.000000000","0","0",,,,"1","0","0","0","0","1","0","40",,,"29200","0x00007f04",,,,,,,,,,,,,,,,,,,,,,,"6","64"
"0.000010000","0.003056000","74","10.16.120.72","10.16.120.44","1883","56852","0x00000012","0.000010000","0","1",,,"1",,"1","0","0","0","1","0","40",,,"28960","0x0000a805",,,,,,,,,,,,,,,,,,,,,,,"6","64"
"0.000004000","0.003060000","74","10.16.120.44","10.16.120.72","56860","1883","0x00000002","0.000000000","0","0",,,,"1","0","0","0","0","1","0","40",,,"29200","0x00008036",,,,,,,,,,,,,,,,,,,,,,,"6","64"
"0.000010000","0.003070000","74","10.16.120.72","10.16.120.44","1883","56860","0x00000012","0.000010000","0","1",,,"1",,"1","0","0","0","1","0","40",,,"28960","0x00001d6a",,,,,,,,,,,,,,,,,,,,,,,"6","64"
"0.000247000","0.003317000","74","10.16.120.44","10.16.120.72","56862","1883","0x00000002","0.000000000","0","0",,,,"1","0","0","0","0","1","0","40",,,"29200","0x0000aabf",,,,,,,,,,,,,,,,,,,,,,,"6","64"
"0.000011000","0.003328000","74","10.16.120.72","10.16.120.44","1883","56862","0x00000012","0.000011000","0","1",,,"1",,"1","0","0","0","1","0","40",,,"28960","0x00007707",,,,,,,,,,,,,,,,,,,,,,,"6","64"
"0.000003000","0.003331000","66","10.16.120.44","10.16.120.72","56848","1883","0x00000010","0.000305000","0","1",,,,,"1","0","0","0","0","0","32",,,"229","0x00000479",,,,,,,,,,,,,,,,,,,,,,,"6","64"
"0.000021000","0.003352000","66","10.16.120.44","10.16.120.72","56850","1883","0x00000010","0.000310000","0","1",,,,,"1","0","0","0","0","0","32",,,"229","0x0000f087",,,,,,,,,,,,,,,,,,,,,,,"6","64"
"0.000014000","0.003366000","66","10.16.120.44","10.16.120.72","56852","1883","0x00000010","0.000310000","0","1",,,,,"1","0","0","0","0","0","32",,,"229","0x0000470d",,,,,,,,,,,,,,,,,,,,,,,"6","64"
"0.000014000","0.003380000","74","10.16.120.44","10.16.120.72","56864","1883","0x00000002","0.000000000","0","0",,,,"1","0","0","0","0","1","0","40",,,"29200","0x0000d7a8",,,,,,,,,,,,,,,,,,,,,,,"6","64"
"0.000012000","0.003392000","74","10.16.120.72","10.16.120.44","1883","56864","0x00000012","0.000012000","0","1",,,"1",,"1","0","0","0","1","0","40",,,"28960","0x0000f1a0",,,,,,,,,,,,,,,,,,,,,,,"6","64"
"0.000004000","0.003396000","66","10.16.120.44","10.16.120.72","56860","1883","0x00000010","0.000326000","0","1",,,,,"1","0","0","0","0","0","32",,,"229","0x0000bc71",,,,,,,,,,,,,,,,,,,,,,,"6","64"
"0.000126000","0.003522000","66","10.16.120.44","10.16.120.72","56862","1883","0x00000010","0.000194000","0","1",,,,,"1","0","0","0","0","0","32",,,"229","0x0000160f",,,,,,,,,,,,,,,,,,,,,,,"6","64"
"0.000017000","0.003539000","66","10.16.120.44","10.16.120.72","56864","1883","0x00000010","0.000147000","0","1",,,,,"1","0","0","0","0","0","32",,,"229","0x000090a8",,,,,,,,,,,,,,,,,,,,,,,"6","64"
"0.000275000","0.003814000","74","10.16.120.44","10.16.120.72","56866","1883","0x00000002","0.000000000","0","0",,,,"1","0","0","0","0","1","0","40",,,"29200","0x00008e36",,,,,,,,,,,,,,,,,,,,,,,"6","64"
"0.000017000","0.003831000","74","10.16.120.72","10.16.120.44","1883","56866","0x00000012","0.000017000","0","1",,,"1",,"1","0","0","0","1","0","40",,,"28960","0x00001f4d",,,,,,,,,,,,,,,,,,,,,,,"6","64"
"0.000004000","0.003835000","74","10.16.120.44","10.16.120.72","56868","1883","0x00000002","0.000000000","0","0",,,,"1","0","0","0","0","1","0","40",,,"29200","0x0000b4ae",,,,,,,,,,,,,,,,,,,,,,,"6","64"
"0.000010000","0.003845000","74","10.16.120.72","10.16.120.44","1883","56868","0x00000012","0.000010000","0","1",,,"1",,"1","0","0","0","1","0","40",,,"28960","0x000036a0",,,,,,,,,,,,,,,,,,,,,,,"6","64"
"0.000004000","0.003849000","74","10.16.120.44","10.16.120.72","56870","1883","0x00000002","0.000000000","0","0",,,,"1","0","0","0","0","1","0","40",,,"29200","0x00003074",,,,,,,,,,,,,,,,,,,,,,,"6","64"
"0.000009000","0.003858000","74","10.16.120.72","10.16.120.44","1883","56870","0x00000012","0.000009000","0","1",,,"1",,"1","0","0","0","1","0","40",,,"28960","0x00001e7f",,,,,,,,,,,,,,,,,,,,,,,"6","64"
"0.000159000","0.004017000","74","10.16.120.44","10.16.120.72","56872","1883","0x00000002","0.000000000","0","0",,,,"1","0","0","0","0","1","0","40",,,"29200","0x00003cf0",,,,,,,,,,,,,,,,,,,,,,,"6","64"
"0.000011000","0.004028000","74","10.16.120.72","10.16.120.44","1883","56872","0x00000012","0.000011000","0","1",,,"1",,"1","0","0","0","1","0","40",,,"28960","0x000012f8",,,,,,,,,,,,,,,,,,,,,,,"6","64"
"0.000176000","0.004204000","66","10.16.120.44","10.16.120.72","56866","1883","0x00000010","0.000373000","0","1",,,,,"1","0","0","0","0","0","32",,,"229","0x0000be53",,,,,,,,,,,,,,,,,,,,,,,"6","64"
"0.000021000","0.004225000","66","10.16.120.44","10.16.120.72","56868","1883","0x00000010","0.000380000","0","1",,,,,"1","0","0","0","0","0","32",,,"229","0x0000d5a6",,,,,,,,,,,,,,,,,,,,,,,"6","64"
"0.000015000","0.004240000","66","10.16.120.44","10.16.120.72","56870","1883","0x00000010","0.000382000","0","1",,,,,"1","0","0","0","0","0","32",,,"229","0x0000bd86",,,,,,,,,,,,,,,,,,,,,,,"6","64"
"0.000014000","0.004254000","66","10.16.120.44","10.16.120.72","56872","1883","0x00000010","0.000226000","0","1",,,,,"1","0","0","0","0","0","32",,,"229","0x0000b1ff",,,,,,,,,,,,,,,,,,,,,,,"6","64"
"0.000013000","0.004267000","74","10.16.120.44","10.16.120.72","56874","1883","0x00000002","0.000000000","0","0",,,,"1","0","0","0","0","1","0","40",,,"29200","0x00009825",,,,,,,,,,,,,,,,,,,,,,,"6","64"
"0.000013000","0.004280000","74","10.16.120.72","10.16.120.44","1883","56874","0x00000012","0.000013000","0","1",,,"1",,"1","0","0","0","1","0","40",,,"28960","0x00005fe1",,,,,,,,,,,,,,,,,,,,,,,"6","64"
"0.000189000","0.004469000","66","10.16.120.44","10.16.120.72","56874","1883","0x00000010","0.000189000","0","1",,,,,"1","0","0","0","0","0","32",,,"229","0x0000fee8",,,,,,,,,,,,,,,,,,,,,,,"6","64"
"0.000451000","0.004920000","74","10.16.120.44","10.16.120.72","56876","1883","0x00000002","0.000000000","0","0",,,,"1","0","0","0","0","1","0","40",,,"29200","0x0000ec17",,,,,,,,,,,,,,,,,,,,,,,"6","64"
"0.000015000","0.004935000","74","10.16.120.72","10.16.120.44","1883","56876","0x00000012","0.000015000","0","1",,,"1",,"1","0","0","0","1","0","40",,,"28960","0x00009419",,,,,,,,,,,,,,,,,,,,,,,"6","64"
"0.000004000","0.004939000","74","10.16.120.44","10.16.120.72","56878","1883","0x00000002","0.000000000","0","0",,,,"1","0","0","0","0","1","0","40",,,"29200","0x0000be95",,,,,,,,,,,,,,,,,,,,,,,"6","64"
"0.000010000","0.004949000","74","10.16.120.72","10.16.120.44","1883","56878","0x00000012","0.000010000","0","1",,,"1",,"1","0","0","0","1","0","40",,,"28960","0x00006b04",,,,,,,,,,,,,,,,,,,,,,,"6","64"
"0.000004000","0.004953000","74","10.16.120.44","10.16.120.72","56880","1883","0x00000002","0.000000000","0","0",,,,"1","0","0","0","0","1","0","40",,,"29200","0x00000d0a",,,,,,,,,,,,,,,,,,,,,,,"6","64"
"0.000009000","0.004962000","74","10.16.120.72","10.16.120.44","1883","56880","0x00000012","0.000009000","0","1",,,"1",,"1","0","0","0","1","0","40",,,"28960","0x0000c03e",,,,,,,,,,,,,,,,,,,,,,,"6","64"
"0.000335000","0.005297000","74","10.16.120.44","10.16.120.72","56882","1883","0x00000002","0.000000000","0","0",,,,"1","0","0","0","0","1","0","40",,,"29200","0x0000b202",,,,,,,,,,,,,,,,,,,,,,,"6","64"
"0.000011000","0.005308000","74","10.16.120.72","10.16.120.44","1883","56882","0x00000012","0.000011000","0","1",,,"1",,"1","0","0","0","1","0","40",,,"28960","0x00005bb9",,,,,,,,,,,,,,,,,,,,,,,"6","64"
"0.000003000","0.005311000","66","10.16.120.44","10.16.120.72","56876","1883","0x00000010","0.000376000","0","1",,,,,"1","0","0","0","0","0","32",,,"229","0x00003320",,,,,,,,,,,,,,,,,,,,,,,"6","64"
"0.000020000","0.005331000","66","10.16.120.44","10.16.120.72","56878","1883","0x00000010","0.000382000","0","1",,,,,"1","0","0","0","0","0","32",,,"229","0x00000a0b",,,,,,,,,,,,,,,,,,,,,,,"6","64"
"0.000015000","0.005346000","66","10.16.120.44","10.16.120.72","56880","1883","0x00000010","0.000384000","0","1",,,,,"1","0","0","0","0","0","32",,,"229","0x00005f46",,,,,,,,,,,,,,,,,,,,,,,"6","64"
"0.000352000","0.005698000","74","10.16.120.44","10.16.120.72","56884","1883","0x00000002","0.000000000","0","0",,,,"1","0","0","0","0","1","0","40",,,"29200","0x00006b49",,,,,,,,,,,,,,,,,,,,,,,"6","64"
"0.000015000","0.005713000","74","10.16.120.72","10.16.120.44","1883","56884","0x00000012","0.000015000","0","1",,,"1",,"1","0","0","0","1","0","40",,,"28960","0x000031d7",,,,,,,,,,,,,,,,,,,,,,,"6","64"
"0.000005000","0.005718000","66","10.16.120.44","10.16.120.72","56882","1883","0x00000010","0.000410000","0","1",,,,,"1","0","0","0","0","0","32",,,"229","0x0000fac0",,,,,,,,,,,,,,,,,,,,,,,"6","64"
"0.000225000","0.005943000","74","10.16.120.44","10.16.120.72","56886","1883","0x00000002","0.000000000","0","0",,,,"1","0","0","0","0","1","0","40",,,"29200","0x0000812f",,,,,,,,,,,,,,,,,,,,,,,"6","64"
"0.000016000","0.005959000","74","10.16.120.72","10.16.120.44","1883","56886","0x00000012","0.000016000","0","1",,,"1",,"1","0","0","0","1","0","40",,,"28960","0x0000f189",,,,,,,,,,,,,,,,,,,,,,,"6","64"
"0.000004000","0.005963000","66","10.16.120.44","10.16.120.72","56884","1883","0x00000010","0.000250000","0","1",,,,,"1","0","0","0","0","0","32",,,"229","0x0000d0dd",,,,,,,,,,,,,,,,,,,,,,,"6","64"
"0.000308000","0.006271000","74","10.16.120.44","10.16.120.72","56888","1883","0x00000002","0.000000000","0","0",,,,"1","0","0","0","0","1","0","40",,,"29200","0x00009509",,,,,,,,,,,,,,,,,,,,,,,"6","64"
"0.000015000","0.006286000","74","10.16.120.72","10.16.120.44","1883","56888","0x00000012","0.000015000","0","1",,,"1",,"1","0","0","0","1","0","40",,,"28960","0x0000dc9b",,,,,,,,,,,,,,,,,,,,,,,"6","64"
"0.000004000","0.006290000","74","10.16.120.44","10.16.120.72","56890","1883","0x00000002","0.000000000","0","0",,,,"1","0","0","0","0","1","0","40",,,"29200","0x000010a8",,,,,,,,,,,,,,,,,,,,,,,"6","64"
"0.000009000","0.006299000","74","10.16.120.72","10.16.120.44","1883","56890","0x00000012","0.000009000","0","1",,,"1",,"1","0","0","0","1","0","40",,,"28960","0x00004862",,,,,,,,,,,,,,,,,,,,,,,"6","64"
