frame.time_delta,frame.time_relative,frame.len,ip.src,ip.dst,tcp.srcport,tcp.dstport,tcp.flags,tcp.time_delta,tcp.len,tcp.ack,tcp.connection.fin,tcp.connection.rst,tcp.connection.sack,tcp.connection.syn,tcp.flags.ack,tcp.flags.fin,tcp.flags.push,tcp.flags.reset,tcp.flags.syn,tcp.flags.urg,tcp.hdr_len,tcp.payload,tcp.pdu.size,tcp.window_size_value,tcp.checksum,mqtt.clientid,mqtt.clientid_len,mqtt.conack.flags,mqtt.conack.val,mqtt.conflag.passwd,mqtt.conflag.qos,mqtt.conflag.reserved,mqtt.conflag.retain,mqtt.conflag.willflag,mqtt.conflags,mqtt.dupflag,mqtt.hdrflags,mqtt.kalive,mqtt.len,mqtt.msg,mqtt.msgtype,mqtt.qos,mqtt.retain,mqtt.topic,mqtt.topic_len,mqtt.ver,mqtt.willmsg_len,ip.proto,ip.ttl
"0.000027000","0.000523000","105","10.5.150.154","10.5.150.109","38551","1883","0x00000018","0.000000000","37","1",,,,,"1","0","1","0","0","0","32","10:23:00:04:4d:51:54:54:04:02:00:3c:00:17:64:31:30:65:61:66:39:38:35:65:36:38:34:32:66:36:39:37:37:63:36:61:66","37","512","0x0000415d","d10eaf985e6842f6977c6af","23",,,"0","0","0","0","0","0x00000002",,"0x00000010","60","35",,"1",,,,,"4",,"6","64"
"0.000027000","0.000550000","72","10.5.150.109","10.5.150.154","1883","38551","0x00000018","0.000027000","4","38",,,,,"1","0","1","0","0","0","32","20:02:00:00","4","512","0x0000413c",,,"0x00000000","0",,,,,,,,"0x00000020",,"2",,"2",,,,,,,"6","64"
"0.000027000","0.000577000","105","10.5.150.156","10.5.150.109","37361","1883","0x00000018","0.000000000","37","1",,,,,"1","0","1","0","0","0","32","10:23:00:04:4d:51:54:54:04:02:00:3c:00:17:36:63:64:38:32:63:36:34:66:66:38:61:34:30:65:63:38:37:32:30:38:34:39","37","512","0x0000415f","6cd82c64ff8a40ec8720849","23",,,"0","0","0","0","0","0x00000002",,"0x00000010","60","35",,"1",,,,,"4",,"6","64"
"0.000028000","0.000605000","72","10.5.150.109","10.5.150.156","1883","37361","0x00000018","0.000028000","4","38",,,,,"1","0","1","0","0","0","32","20:02:00:00","4","512","0x0000413e",,,"0x00000000","0",,,,,,,,"0x00000020",,"2",,"2",,,,,,,"6","64"
"0.000081000","0.000686000","105","10.5.150.152","10.5.150.109","37239","1883","0x00000018","0.000000000","37","1",,,,,"1","0","1","0","0","0","32","10:23:00:04:4d:51:54:54:04:02:00:3c:00:17:35:39:39:64:64:38:35:65:61:34:64:39:34:66:62:31:62:34:63:33:36:30:33","37","512","0x0000415b","599dd85ea4d94fb1b4c3603","23",,,"0","0","0","0","0","0x00000002",,"0x00000010","60","35",,"1",,,,,"4",,"6","64"
"0.000050000","0.000736000","72","10.5.150.109","10.5.150.152","1883","37239","0x00000018","0.000050000","4","38",,,,,"1","0","1","0","0","0","32","20:02:00:00","4","512","0x0000413a",,,"0x00000000","0",,,,,,,,"0x00000020",,"2",,"2",,,,,,,"6","64"
"0.000037000","0.000773000","105","10.5.150.156","10.5.150.109","44939","1883","0x00000018","0.000000000","37","1",,,,,"1","0","1","0","0","0","32","10:23:00:04:4d:51:54:54:04:02:00:3c:00:17:36:39:34:61:66:35:35:30:61:31:62:33:34:31:39:33:38:63:32:32:37:37:35","37","512","0x0000415f","694af550a1b341938c22775","23",,,"0","0","0","0","0","0x00000002",,"0x00000010","60","35",,"1",,,,,"4",,"6","64"
"0.000032000","0.000805000","72","10.5.150.109","10.5.150.156","1883","44939","0x00000018","0.000032000","4","38",,,,,"1","0","1","0","0","0","32","20:02:00:00","4","512","0x0000413e",,,"0x00000000","0",,,,,,,,"0x00000020",,"2",,"2",,,,,,,"6","64"
"0.000031000","0.000836000","105","10.5.150.153","10.5.150.109","37013","1883","0x00000018","0.000000000","37","1",,,,,"1","0","1","0","0","0","32","10:23:00:04:4d:51:54:54:04:02:00:3c:00:17:62:64:39:65:36:65:36:64:62:64:31:30:34:35:66:65:39:63:36:64:37:37:35","37","512","0x0000415c","bd9e6e6dbd1045fe9c6d775","23",,,"0","0","0","0","0","0x00000002",,"0x00000010","60","35",,"1",,,,,"4",,"6","64"
"0.000028000","0.000864000","72","10.5.150.109","10.5.150.153","1883","37013","0x00000018","0.000028000","4","38",,,,,"1","0","1","0","0","0","32","20:02:00:00","4","512","0x0000413b",,,"0x00000000","0",,,,,,,,"0x00000020",,"2",,"2",,,,,,,"6","64"
"0.000051000","0.000915000","105","10.5.150.157","10.5.150.109","34445","1883","0x00000018","0.000000000","37","1",,,,,"1","0","1","0","0","0","32","10:23:00:04:4d:51:54:54:04:02:00:3c:00:17:62:62:38:37:35:64:62:34:65:35:31:66:34:31:33:35:38:33:64:38:35:66:62","37","512","0x00004160","bb875db4e51f413583d85fb","23",,,"0","0","0","0","0","0x00000002",,"0x00000010","60","35",,"1",,,,,"4",,"6","64"
"0.000030000","0.000945000","72","10.5.150.109","10.5.150.157","1883","34445","0x00000018","0.000030000","4","38",,,,,"1","0","1","0","0","0","32","20:02:00:00","4","512","0x0000413f",,,"0x00000000","0",,,,,,,,"0x00000020",,"2",,"2",,,,,,,"6","64"
"0.003663000","0.004608000","105","10.5.150.154","10.5.150.109","41731","1883","0x00000018","0.000000000","37","1",,,,,"1","0","1","0","0","0","32","10:23:00:04:4d:51:54:54:04:02:00:3c:00:17:33:61:30:62:66:62:33:66:39:31:36:66:34:65:34:65:62:36:38:63:63:32:38","37","512","0x0000415d","3a0bfb3f916f4e4eb68cc28","23",,,"0","0","0","0","0","0x00000002",,"0x00000010","60","35",,"1",,,,,"4",,"6","64"
"0.000060000","0.004668000","72","10.5.150.109","10.5.150.154","1883","41731","0x00000018","0.000060000","4","38",,,,,"1","0","1","0","0","0","32","20:02:00:00","4","512","0x0000413c",,,"0x00000000","0",,,,,,,,"0x00000020",,"2",,"2",,,,,,,"6","64"
"0.000038000","0.004706000","105","10.5.150.155","10.5.150.109","41133","1883","0x00000018","0.000000000","37","1",,,,,"1","0","1","0","0","0","32","10:23:00:04:4d:51:54:54:04:02:00:3c:00:17:34:65:36:33:65:32:66:35:63:32:61:38:34:65:30:39:38:33:36:61:35:37:30","37","512","0x0000415e","4e63e2f5c2a84e09836a570","23",,,"0","0","0","0","0","0x00000002",,"0x00000010","60","35",,"1",,,,,"4",,"6","64"
"0.000030000","0.004736000","72","10.5.150.109","10.5.150.155","1883","41133","0x00000018","0.000030000","4","38",,,,,"1","0","1","0","0","0","32","20:02:00:00","4","512","0x0000413d",,,"0x00000000","0",,,,,,,,"0x00000020",,"2",,"2",,,,,,,"6","64"
"0.000512000","0.005248000","105","10.5.150.151","10.5.150.109","46547","1883","0x00000018","0.000000000","37","1",,,,,"1","0","1","0","0","0","32","10:23:00:04:4d:51:54:54:04:02:00:3c:00:17:34:62:32:62:35:61:30:66:65:35:31:66:34:63:66:33:61:63:37:66:35:62:61","37","512","0x0000415a","4b2b5a0fe51f4cf3ac7f5ba","23",,,"0","0","0","0","0","0x00000002",,"0x00000010","60","35",,"1",,,,,"4",,"6","64"
"0.000049000","0.005297000","72","10.5.150.109","10.5.150.151","1883","46547","0x00000018","0.000049000","4","38",,,,,"1","0","1","0","0","0","32","20:02:00:00","4","512","0x00004139",,,"0x00000000","0",,,,,,,,"0x00000020",,"2",,"2",,,,,,,"6","64"
"1.050660000","1.055957000","83","10.5.150.153","10.5.150.109","40787","1883","0x00000018","1.055637000","15","5",,,,,"1","0","1","0","0","0","32","30:0d:00:08:48:75:6d:69:64:69:74:79:2d:34:32","15","512","0x00004146",,,,,,,,,,,"0","0x00000030",,"13","-42","3","0","0","Humidity","8",,,"6","64"
"0.000033000","1.055990000","79","10.5.150.157","10.5.150.109","44853","1883","0x00000018","1.055549000","11","5",,,,,"1","0","1","0","0","0","32","32:09:00:04:46:69:72:65:00:02:30","11","512","0x00004146",,,,,,,,,,,"0","0x00000032",,"9","0","3","1","0","Fire","4",,,"6","64"
"0.000012000","1.056002000","84","10.5.150.154","10.5.150.109","38551","1883","0x00000018","1.055452000","16","5",,,,,"1","0","1","0","0","0","32","30:0e:00:09:42:61:72:6f:6d:65:74:65:72:38:31:38","16","512","0x00004148",,,,,,,,,,,"0","0x00000030",,"14","818","3","0","0","Barometer","9",,,"6","64"
"0.000008000","1.056010000","80","10.5.150.152","10.5.150.109","37239","1883","0x00000018","1.055274000","12","5",,,,,"1","0","1","0","0","0","32","30:0a:00:05:43:6f:47:61:73:31:36:35","12","512","0x00004142",,,,,,,,,,,"0","0x00000030",,"10","165","3","0","0","CoGas","5",,,"6","64"
"0.000010000","1.056020000","83","10.5.150.153","10.5.150.109","37013","1883","0x00000018","1.055156000","15","5",,,,,"1","0","1","0","0","0","32","30:0d:00:08:48:75:6d:69:64:69:74:79:2d:33:36","15","512","0x00004146",,,,,,,,,,,"0","0x00000030",,"13","-36","3","0","0","Humidity","8",,,"6","64"
"0.000010000","1.056030000","84","10.5.150.154","10.5.150.109","41731","1883","0x00000018","1.051362000","16","5",,,,,"1","0","1","0","0","0","32","30:0e:00:09:42:61:72:6f:6d:65:74:65:72:38:34:36","16","512","0x00004148",,,,,,,,,,,"0","0x00000030",,"14","846","3","0","0","Barometer","9",,,"6","64"
"0.000262000","1.056292000","84","10.5.150.155","10.5.150.109","37547","1883","0x00000018","1.055907000","16","5",,,,,"1","0","1","0","0","0","32","30:0e:00:08:53:6f:6c:61:72:52:61:64:31:38:39:32","16","512","0x00004149",,,,,,,,,,,"0","0x00000030",,"14","1892","3","0","0","SolarRad","8",,,"6","64"
"0.000017000","1.056309000","80","10.5.150.156","10.5.150.109","37361","1883","0x00000018","1.055704000","12","5",,,,,"1","0","1","0","0","0","32","32:0a:00:05:53:6d:6f:6b:65:00:03:30","12","512","0x00004146",,,,,,,,,,,"0","0x00000032",,"10","0","3","1","0","Smoke","5",,,"6","64"
"0.000010000","1.056319000","79","10.5.150.157","10.5.150.109","34445","1883","0x00000018","1.055374000","11","5",,,,,"1","0","1","0","0","0","32","32:09:00:04:46:69:72:65:00:05:30","11","512","0x00004146",,,,,,,,,,,"0","0x00000032",,"9","0","3","1","0","Fire","4",,,"6","64"
"0.000009000","1.056328000","85","10.5.150.151","10.5.150.109","43295","1883","0x00000018","1.056125000","17","5",,,,,"1","0","1","0","0","0","32","30:0f:00:0b:54:65:6d:70:65:72:61:74:75:72:65:32:32","17","512","0x00004146",,,,,,,,,,,"0","0x00000030",,"15","22","3","0","0","Temperature","11",,,"6","64"
"0.000017000","1.056345000","80","10.5.150.152","10.5.150.109","35397","1883","0x00000018","1.055849000","12","5",,,,,"1","0","1","0","0","0","32","30:0a:00:05:43:6f:47:61:73:32:39:35","12","512","0x00004142",,,,,,,,,,,"0","0x00000030",,"10","295","3","0","0","CoGas","5",,,"6","64"
"0.000010000","1.056355000","84","10.5.150.155","10.5.150.109","41133","1883","0x00000018","1.051619000","16","5",,,,,"1","0","1","0","0","0","32","30:0e:00:08:53:6f:6c:61:72:52:61:64:31:38:33:31","16","512","0x00004149",,,,,,,,,,,"0","0x00000030",,"14","1831","3","0","0","SolarRad","8",,,"6","64"
"0.000016000","1.056371000","80","10.5.150.156","10.5.150.109","44939","1883","0x00000018","1.055566000","12","5",,,,,"1","0","1","0","0","0","32","32:0a:00:05:53:6d:6f:6b:65:00:04:30","12","512","0x00004146",,,,,,,,,,,"0","0x00000032",,"10","0","3","1","0","Smoke","5",,,"6","64"
"0.000016000","1.056387000","85","10.5.150.151","10.5.150.109","46547","1883","0x00000018","1.051090000","17","5",,,,,"1","0","1","0","0","0","32","30:0f:00:0b:54:65:6d:70:65:72:61:74:75:72:65:32:32","17","512","0x00004146",,,,,,,,,,,"0","0x00000030",,"15","22","3","0","0","Temperature","11",,,"6","64"
"0.000114000","1.056501000","72","10.5.150.109","10.5.150.156","1883","44939","0x00000018","0.000130000","4","50",,,,,"1","0","1","0","0","0","32","40:02:00:04","4","512","0x0000413e",,,,,,,,,,,,"0x00000040",,"2",,"4",,,,,,,"6","64"
"0.000028000","1.056529000","72","10.5.150.109","10.5.150.157","1883","44853","0x00000018","0.000539000","4","49",,,,,"1","0","1","0","0","0","32","40:02:00:02","4","512","0x0000413f",,,,,,,,,,,,"0x00000040",,"2",,"4",,,,,,,"6","64"
"0.000044000","1.056573000","72","10.5.150.109","10.5.150.156","1883","37361","0x00000018","0.000264000","4","50",,,,,"1","0","1","0","0","0","32","40:02:00:03","4","512","0x0000413e",,,,,,,,,,,,"0x00000040",,"2",,"4",,,,,,,"6","64"
"0.000015000","1.056588000","72","10.5.150.109","10.5.150.157","1883","34445","0x00000018","0.000269000","4","49",,,,,"1","0","1","0","0","0","32","40:02:00:05","4","512","0x0000413f",,,,,,,,,,,,"0x00000040",,"2",,"4",,,,,,,"6","64"
"3.148110000","4.204698000","79","10.5.150.157","10.5.150.109","44853","1883","0x00000018","3.148169000","11","9",,,,,"1","0","1","0","0","0","32","32:09:00:04:46:69:72:65:00:06:30","11","512","0x00004146",,,,,,,,,,,"0","0x00000032",,"9","0","3","1","0","Fire","4",,,"6","64"
"0.000583000","4.205281000","80","10.5.150.152","10.5.150.109","35397","1883","0x00000018","3.148936000","12","5",,,,,"1","0","1","0","0","0","32","30:0a:00:05:43:6f:47:61:73:33:31:36","12","512","0x00004142",,,,,,,,,,,"0","0x00000030",,"10","316","3","0","0","CoGas","5",,,"6","64"
"0.000021000","4.205302000","80","10.5.150.152","10.5.150.109","37239","1883","0x00000018","3.149292000","12","5",,,,,"1","0","1","0","0","0","32","30:0a:00:05:43:6f:47:61:73:31:34:38","12","512","0x00004142",,,,,,,,,,,"0","0x00000030",,"10","148","3","0","0","CoGas","5",,,"6","64"
"0.000013000","4.205315000","79","10.5.150.157","10.5.150.109","34445","1883","0x00000018","3.148727000","11","9",,,,,"1","0","1","0","0","0","32","32:09:00:04:46:69:72:65:00:09:30","11","512","0x00004146",,,,,,,,,,,"0","0x00000032",,"9","0","3","1","0","Fire","4",,,"6","64"
"0.000018000","4.205333000","80","10.5.150.156","10.5.150.109","37361","1883","0x00000018","3.148760000","12","9",,,,,"1","0","1","0","0","0","32","32:0a:00:05:53:6d:6f:6b:65:00:07:30","12","512","0x00004146",,,,,,,,,,,"0","0x00000032",,"10","0","3","1","0","Smoke","5",,,"6","64"
"0.000016000","4.205349000","80","10.5.150.156","10.5.150.109","44939","1883","0x00000018","3.148848000","12","9",,,,,"1","0","1","0","0","0","32","32:0a:00:05:53:6d:6f:6b:65:00:08:30","12","512","0x00004146",,,,,,,,,,,"0","0x00000032",,"10","0","3","1","0","Smoke","5",,,"6","64"
"0.000097000","4.205446000","72","10.5.150.109","10.5.150.156","1883","44939","0x00000018","0.000097000","4","62",,,,,"1","0","1","0","0","0","32","40:02:00:08","4","512","0x0000413e",,,,,,,,,,,,"0x00000040",,"2",,"4",,,,,,,"6","64"
"0.000025000","4.205471000","72","10.5.150.109","10.5.150.157","1883","44853","0x00000018","0.000773000","4","60",,,,,"1","0","1","0","0","0","32","40:02:00:06","4","512","0x0000413f",,,,,,,,,,,,"0x00000040",,"2",,"4",,,,,,,"6","64"
"0.000021000","4.205492000","72","10.5.150.109","10.5.150.156","1883","37361","0x00000018","0.000159000","4","62",,,,,"1","0","1","0","0","0","32","40:02:00:07","4","512","0x0000413e",,,,,,,,,,,,"0x00000040",,"2",,"4",,,,,,,"6","64"
"0.000016000","4.205508000","72","10.5.150.109","10.5.150.157","1883","34445","0x00000018","0.000193000","4","60",,,,,"1","0","1","0","0","0","32","40:02:00:09","4","512","0x0000413f",,,,,,,,,,,,"0x00000040",,"2",,"4",,,,,,,"6","64"
"1.042132000","5.247640000","82","10.5.150.153","10.5.150.109","40787","1883","0x00000018","4.191683000","14","5",,,,,"1","0","1","0","0","0","32","30:0c:00:08:48:75:6d:69:64:69:74:79:35:31","14","512","0x00004145",,,,,,,,,,,"0","0x00000030",,"12","51","3","0","0","Humidity","8",,,"6","64"
"0.000214000","5.247854000","84","10.5.150.154","10.5.150.109","38551","1883","0x00000018","4.191852000","16","5",,,,,"1","0","1","0","0","0","32","30:0e:00:09:42:61:72:6f:6d:65:74:65:72:38:38:34","16","512","0x00004148",,,,,,,,,,,"0","0x00000030",,"14","884","3","0","0","Barometer","9",,,"6","64"
"0.000146000","5.248000000","84","10.5.150.154","10.5.150.109","41731","1883","0x00000018","4.191970000","16","5",,,,,"1","0","1","0","0","0","32","30:0e:00:09:42:61:72:6f:6d:65:74:65:72:39:33:38","16","512","0x00004148",,,,,,,,,,,"0","0x00000030",,"14","938","3","0","0","Barometer","9",,,"6","64"
"0.000063000","5.248063000","85","10.5.150.151","10.5.150.109","43295","1883","0x00000018","4.191735000","17","5",,,,,"1","0","1","0","0","0","32","30:0f:00:0b:54:65:6d:70:65:72:61:74:75:72:65:32:33","17","512","0x00004146",,,,,,,,,,,"0","0x00000030",,"15","23","3","0","0","Temperature","11",,,"6","64"
"0.000055000","5.248118000","84","10.5.150.155","10.5.150.109","37547","1883","0x00000018","4.191826000","16","5",,,,,"1","0","1","0","0","0","32","30:0e:00:08:53:6f:6c:61:72:52:61:64:31:37:36:39","16","512","0x00004149",,,,,,,,,,,"0","0x00000030",,"14","1769","3","0","0","SolarRad","8",,,"6","64"
"0.000044000","5.248162000","84","10.5.150.155","10.5.150.109","41133","1883","0x00000018","4.191807000","16","5",,,,,"1","0","1","0","0","0","32","30:0e:00:08:53:6f:6c:61:72:52:61:64:31:38:33:35","16","512","0x00004149",,,,,,,,,,,"0","0x00000030",,"14","1835","3","0","0","SolarRad","8",,,"6","64"
"0.000048000","5.248210000","82","10.5.150.153","10.5.150.109","37013","1883","0x00000018","4.192190000","14","5",,,,,"1","0","1","0","0","0","32","30:0c:00:08:48:75:6d:69:64:69:74:79:32:36","14","512","0x00004145",,,,,,,,,,,"0","0x00000030",,"12","26","3","0","0","Humidity","8",,,"6","64"
"0.000050000","5.248260000","85","10.5.150.151","10.5.150.109","46547","1883","0x00000018","4.191873000","17","5",,,,,"1","0","1","0","0","0","32","30:0f:00:0b:54:65:6d:70:65:72:61:74:75:72:65:32:31","17","512","0x00004146",,,,,,,,,,,"0","0x00000030",,"15","21","3","0","0","Temperature","11",,,"6","64"
"1.998269000","7.246529000","79","10.5.150.157","10.5.150.109","44853","1883","0x00000018","3.041058000","11","13",,,,,"1","0","1","0","0","0","32","32:09:00:04:46:69:72:65:00:0a:30","11","512","0x00004146",,,,,,,,,,,"0","0x00000032",,"9","0","3","1","0","Fire","4",,,"6","64"
"0.000021000","7.246550000","80","10.5.150.156","10.5.150.109","37361","1883","0x00000018","3.041058000","12","13",,,,,"1","0","1","0","0","0","32","32:0a:00:05:53:6d:6f:6b:65:00:0b:30","12","512","0x00004146",,,,,,,,,,,"0","0x00000032",,"10","0","3","1","0","Smoke","5",,,"6","64"
"0.000006000","7.246556000","80","10.5.150.156","10.5.150.109","44939","1883","0x00000018","3.041110000","12","13",,,,,"1","0","1","0","0","0","32","32:0a:00:05:53:6d:6f:6b:65:00:0c:30","12","512","0x00004146",,,,,,,,,,,"0","0x00000032",,"10","0","3","1","0","Smoke","5",,,"6","64"
"0.000010000","7.246566000","80","10.5.150.152","10.5.150.109","35397","1883","0x00000018","3.041285000","12","5",,,,,"1","0","1","0","0","0","32","30:0a:00:05:43:6f:47:61:73:31:31:33","12","512","0x00004142",,,,,,,,,,,"0","0x00000030",,"10","113","3","0","0","CoGas","5",,,"6","64"
"0.000009000","7.246575000","79","10.5.150.157","10.5.150.109","34445","1883","0x00000018","3.041067000","11","13",,,,,"1","0","1","0","0","0","32","32:09:00:04:46:69:72:65:00:0d:30","11","512","0x00004146",,,,,,,,,,,"0","0x00000032",,"9","0","3","1","0","Fire","4",,,"6","64"
"0.000009000","7.246584000","80","10.5.150.152","10.5.150.109","37239","1883","0x00000018","3.041282000","12","5",,,,,"1","0","1","0","0","0","32","30:0a:00:05:43:6f:47:61:73:34:31:31","12","512","0x00004142",,,,,,,,,,,"0","0x00000030",,"10","411","3","0","0","CoGas","5",,,"6","64"
"0.000172000","7.246756000","72","10.5.150.109","10.5.150.156","1883","44939","0x00000018","0.000200000","4","74",,,,,"1","0","1","0","0","0","32","40:02:00:0c","4","512","0x0000413e",,,,,,,,,,,,"0x00000040",,"2",,"4",,,,,,,"6","64"
"0.000014000","7.246770000","72","10.5.150.109","10.5.150.157","1883","44853","0x00000018","0.000241000","4","71",,,,,"1","0","1","0","0","0","32","40:02:00:0a","4","512","0x0000413f",,,,,,,,,,,,"0x00000040",,"2",,"4",,,,,,,"6","64"
"0.000011000","7.246781000","72","10.5.150.109","10.5.150.156","1883","37361","0x00000018","0.000231000","4","74",,,,,"1","0","1","0","0","0","32","40:02:00:0b","4","512","0x0000413e",,,,,,,,,,,,"0x00000040",,"2",,"4",,,,,,,"6","64"
"0.000008000","7.246789000","72","10.5.150.109","10.5.150.157","1883","34445","0x00000018","0.000214000","4","71",,,,,"1","0","1","0","0","0","32","40:02:00:0d","4","512","0x0000413f",,,,,,,,,,,,"0x00000040",,"2",,"4",,,,,,,"6","64"
"3.000890000","10.247679000","82","10.5.150.153","10.5.150.109","40787","1883","0x00000018","5.000039000","14","5",,,,,"1","0","1","0","0","0","32","30:0c:00:08:48:75:6d:69:64:69:74:79:31:35","14","512","0x00004145",,,,,,,,,,,"0","0x00000030",,"12","15","3","0","0","Humidity","8",,,"6","64"
"0.000251000","10.247930000","79","10.5.150.157","10.5.150.109","44853","1883","0x00000018","3.001160000","11","17",,,,,"1","0","1","0","0","0","32","32:09:00:04:46:69:72:65:00:0e:30","11","512","0x00004146",,,,,,,,,,,"0","0x00000032",,"9","0","3","1","0","Fire","4",,,"6","64"
"0.000046000","10.247976000","72","10.5.150.109","10.5.150.157","1883","44853","0x00000018","0.000046000","4","82",,,,,"1","0","1","0","0","0","32","40:02:00:0e","4","512","0x0000413f",,,,,,,,,,,,"0x00000040",,"2",,"4",,,,,,,"6","64"
"0.000107000","10.248083000","84","10.5.150.154","10.5.150.109","38551","1883","0x00000018","5.000229000","16","5",,,,,"1","0","1","0","0","0","32","30:0e:00:09:42:61:72:6f:6d:65:74:65:72:38:37:38","16","512","0x00004148",,,,,,,,,,,"0","0x00000030",,"14","878","3","0","0","Barometer","9",,,"6","64"
"0.000060000","10.248143000","80","10.5.150.152","10.5.150.109","37239","1883","0x00000018","3.001559000","12","5",,,,,"1","0","1","0","0","0","32","30:0a:00:05:43:6f:47:61:73:33:34:39","12","512","0x00004142",,,,,,,,,,,"0","0x00000030",,"10","349","3","0","0","CoGas","5",,,"6","64"
"0.000042000","10.248185000","82","10.5.150.153","10.5.150.109","37013","1883","0x00000018","4.999975000","14","5",,,,,"1","0","1","0","0","0","32","30:0c:00:08:48:75:6d:69:64:69:74:79:34:34","14","512","0x00004145",,,,,,,,,,,"0","0x00000030",,"12","44","3","0","0","Humidity","8",,,"6","64"
"0.000040000","10.248225000","84","10.5.150.154","10.5.150.109","41731","1883","0x00000018","5.000225000","16","5",,,,,"1","0","1","0","0","0","32","30:0e:00:09:42:61:72:6f:6d:65:74:65:72:39:31:37","16","512","0x00004148",,,,,,,,,,,"0","0x00000030",,"14","917","3","0","0","Barometer","9",,,"6","64"
